perf_id,airfoil_id,version_id,alpha_deg,reynolds_number,cl,cd,cm,source_type,is_anomaly
2130,goe398,1,18,100000,1.079138,0.068622,-0.068927,generated_synthetic,0
2131,goe398,1,-10,200000,-0.983870,0.030859,-0.014851,generated_synthetic,0
2132,goe398,1,-8,200000,-0.793153,0.024267,-0.019027,generated_synthetic,0
2133,goe398,1,-6,200000,-0.618973,0.016713,-0.023564,generated_synthetic,0
2134,goe398,1,-4,200000,-0.412989,0.012589,-0.026758,generated_synthetic,0
2135,goe398,1,-2,200000,-0.204574,0.009035,-0.032073,generated_synthetic,0
2136,goe398,1,0,200000,0.000000,0.008084,-0.034743,generated_synthetic,0
2137,goe398,1,2,200000,0.201034,0.008568,-0.038889,generated_synthetic,0
2138,goe398,1,4,200000,0.424978,0.012408,-0.042199,generated_synthetic,0
2139,goe398,1,6,200000,0.613001,0.018153,-0.046507,generated_synthetic,0
2140,goe398,1,8,200000,0.831027,0.024816,-0.049986,generated_synthetic,0
2141,goe398,1,10,200000,0.991899,0.032721,-0.055701,generated_synthetic,0
2142,goe398,1,12,200000,1.230343,0.047105,-0.060066,generated_synthetic,0
2143,goe398,1,14,200000,1.146715,0.050802,-0.061886,generated_synthetic,0
2144,goe398,1,16,200000,1.146936,0.058304,-0.067256,generated_synthetic,0
2145,goe398,1,18,200000,1.115504,0.065345,-0.070770,generated_synthetic,0
2146,goe398,1,-10,500000,-1.071816,0.036282,-0.014955,generated_synthetic,0
2147,goe398,1,-8,500000,-0.848894,0.023775,-0.019387,generated_synthetic,0
2148,goe398,1,-6,500000,-0.642258,0.017863,-0.023053,generated_synthetic,0
2149,goe398,1,-4,500000,-0.430012,0.012504,-0.027171,generated_synthetic,0
2150,goe398,1,-2,500000,-0.211655,0.009011,-0.031207,generated_synthetic,0
2151,goe398,1,0,500000,0.000000,0.007830,-0.035172,generated_synthetic,0
2152,goe398,1,2,500000,0.210740,0.009249,-0.039123,generated_synthetic,0
2153,goe398,1,4,500000,0.426710,0.011937,-0.042841,generated_synthetic,0
2154,goe398,1,6,500000,0.633720,0.017456,-0.046195,generated_synthetic,0
2155,goe398,1,8,500000,0.836086,0.025894,-0.050766,generated_synthetic,0
2156,goe398,1,10,500000,1.038084,0.035079,-0.054587,generated_synthetic,0
2157,goe398,1,12,500000,1.256997,0.045819,-0.058601,generated_synthetic,0
2158,goe398,1,14,500000,1.292208,0.052141,-0.063176,generated_synthetic,0
2159,goe398,1,16,500000,1.140958,0.059104,-0.065451,generated_synthetic,0
2160,goe398,1,18,500000,1.162607,0.073156,-0.070485,generated_synthetic,0
2161,l1003,1,-10,50000,-0.961883,0.030980,-0.014697,generated_synthetic,0
2162,l1003,1,-8,50000,-0.740222,0.024997,-0.018820,generated_synthetic,0
2163,l1003,1,-6,50000,-0.577360,0.016583,-0.023048,generated_synthetic,0
2164,l1003,1,-4,50000,-0.364053,0.012077,-0.026948,generated_synthetic,0
2165,l1003,1,-2,50000,-0.190267,0.008764,-0.030831,generated_synthetic,0
2166,l1003,1,0,50000,0.000000,0.007842,-0.034675,generated_synthetic,0
2167,l1003,1,2,50000,0.185469,0.008677,-0.037500,generated_synthetic,0
2168,l1003,1,4,50000,0.384564,0.012248,-0.042396,generated_synthetic,0
2169,l1003,1,6,50000,0.563324,0.016561,-0.047038,generated_synthetic,0
2170,l1003,1,8,50000,0.762612,0.023325,-0.051453,generated_synthetic,0
2171,l1003,1,10,50000,0.982022,0.032730,-0.055257,generated_synthetic,0
2172,l1003,1,12,50000,1.123342,0.041597,-0.059745,generated_synthetic,0
2173,l1003,1,14,50000,1.107189,0.047047,-0.062465,generated_synthetic,0
2174,l1003,1,16,50000,1.037884,0.055285,-0.066914,generated_synthetic,0
2175,l1003,1,18,50000,0.993662,0.066510,-0.073306,generated_synthetic,0
2176,l1003,1,-10,100000,-0.944609,0.032985,-0.015391,generated_synthetic,0
2177,l1003,1,-8,100000,-0.807824,0.023255,-0.019251,generated_synthetic,0
2178,l1003,1,-6,100000,-0.561564,0.016717,-0.023174,generated_synthetic,0
2179,l1003,1,-4,100000,-0.384823,0.012099,-0.026566,generated_synthetic,0
2180,l1003,1,-2,100000,-0.189573,0.009165,-0.031486,generated_synthetic,0
2181,l1003,1,0,100000,0.000000,0.007973,-0.034847,generated_synthetic,0
2182,l1003,1,2,100000,0.194393,0.008829,-0.039071,generated_synthetic,0
2183,l1003,1,4,100000,0.386888,0.012241,-0.042379,generated_synthetic,0
2184,l1003,1,6,100000,0.576465,0.016675,-0.047034,generated_synthetic,0
2185,l1003,1,8,100000,0.769290,0.024163,-0.051188,generated_synthetic,0
2186,l1003,1,10,100000,1.001105,0.033647,-0.053600,generated_synthetic,0
2187,l1003,1,12,100000,1.176120,0.042338,-0.059349,generated_synthetic,0
2188,l1003,1,14,100000,1.139187,0.051793,-0.063775,generated_synthetic,0
2189,l1003,1,16,100000,1.043179,0.058353,-0.066458,generated_synthetic,0
2190,l1003,1,18,100000,1.050748,0.068375,-0.071446,generated_synthetic,0
2191,l1003,1,-10,200000,-1.015375,0.032384,-0.015089,generated_synthetic,0
2192,l1003,1,-8,200000,-0.805733,0.024386,-0.018480,generated_synthetic,0
2193,l1003,1,-6,200000,-0.605997,0.016223,-0.022996,generated_synthetic,0
2194,l1003,1,-4,200000,-0.406836,0.012368,-0.027077,generated_synthetic,0
2195,l1003,1,-2,200000,-0.205094,0.008985,-0.030632,generated_synthetic,0
2196,l1003,1,0,200000,0.000000,0.007338,-0.035291,generated_synthetic,0
2197,l1003,1,2,200000,0.199915,0.009022,-0.039239,generated_synthetic,0
2198,l1003,1,4,200000,0.423226,0.012435,-0.042468,generated_synthetic,0
2199,l1003,1,6,200000,0.591470,0.017747,-0.048287,generated_synthetic,0
2200,l1003,1,8,200000,0.826028,0.024043,-0.049800,generated_synthetic,0
2201,l1003,1,10,200000,1.016077,0.032544,-0.054553,generated_synthetic,0
2202,l1003,1,12,200000,1.244743,0.045288,-0.058789,generated_synthetic,0
2203,l1003,1,14,200000,1.164673,0.051390,-0.062523,generated_synthetic,0
2204,l1003,1,16,200000,1.082504,0.055159,-0.067587,generated_synthetic,0
2205,l1003,1,18,200000,1.109057,0.069478,-0.070089,generated_synthetic,0
2206,l1003,1,-10,500000,-1.054893,0.035112,-0.014630,generated_synthetic,0
2207,l1003,1,-8,500000,-0.864322,0.024590,-0.018564,generated_synthetic,0
2208,l1003,1,-6,500000,-0.643052,0.017717,-0.022843,generated_synthetic,0
2209,l1003,1,-4,500000,-0.411978,0.011808,-0.027565,generated_synthetic,0
2210,l1003,1,-2,500000,-0.216264,0.009199,-0.030351,generated_synthetic,0
2211,l1003,1,0,500000,0.000000,0.008261,-0.034893,generated_synthetic,0
2212,l1003,1,2,500000,0.211357,0.008924,-0.038661,generated_synthetic,0
2213,l1003,1,4,500000,0.420694,0.011907,-0.042899,generated_synthetic,0
2214,l1003,1,6,500000,0.632356,0.017638,-0.047389,generated_synthetic,0
2215,l1003,1,8,500000,0.828068,0.024921,-0.051802,generated_synthetic,0
2216,l1003,1,10,500000,1.048306,0.035202,-0.055294,generated_synthetic,0
2217,l1003,1,12,500000,1.280977,0.045993,-0.060363,generated_synthetic,0
2218,l1003,1,14,500000,1.268451,0.053545,-0.064582,generated_synthetic,0
2219,l1003,1,16,500000,1.149087,0.058393,-0.066356,generated_synthetic,0
2220,l1003,1,18,500000,1.114703,0.072758,-0.070203,generated_synthetic,0
2221,lrn1015,1,-10,50000,-0.960236,0.031732,-0.015236,generated_synthetic,0
2222,lrn1015,1,-8,50000,-0.756498,0.024201,-0.018600,generated_synthetic,0
2223,lrn1015,1,-6,50000,-0.547854,0.016343,-0.023081,generated_synthetic,0
2224,lrn1015,1,-4,50000,-0.385036,0.011432,-0.025966,generated_synthetic,0
2225,lrn1015,1,-2,50000,-0.186478,0.008916,-0.031058,generated_synthetic,0
2226,lrn1015,1,0,50000,0.000000,0.007766,-0.035369,generated_synthetic,0
2227,lrn1015,1,2,50000,0.185553,0.008943,-0.038690,generated_synthetic,0
2228,lrn1015,1,4,50000,0.363566,0.012079,-0.042788,generated_synthetic,0
2229,lrn1015,1,6,50000,0.571327,0.017385,-0.047769,generated_synthetic,0
2230,lrn1015,1,8,50000,0.758087,0.024285,-0.050751,generated_synthetic,0
2231,lrn1015,1,10,50000,0.938603,0.032292,-0.054094,generated_synthetic,0
2232,lrn1015,1,12,50000,1.161413,0.041897,-0.057692,generated_synthetic,0
2233,lrn1015,1,14,50000,1.090209,0.048514,-0.063502,generated_synthetic,0
2234,lrn1015,1,16,50000,1.050189,0.056833,-0.067817,generated_synthetic,0
2235,lrn1015,1,18,50000,1.006773,0.067651,-0.070694,generated_synthetic,0
2236,lrn1015,1,-10,100000,-0.946168,0.031449,-0.014518,generated_synthetic,0
2237,lrn1015,1,-8,100000,-0.764304,0.025383,-0.018596,generated_synthetic,0
2238,lrn1015,1,-6,100000,-0.611981,0.015778,-0.023306,generated_synthetic,0
2239,lrn1015,1,-4,100000,-0.368274,0.011613,-0.027198,generated_synthetic,0
2240,lrn1015,1,-2,100000,-0.200641,0.008805,-0.030845,generated_synthetic,0
2241,lrn1015,1,0,100000,0.000000,0.008552,-0.035583,generated_synthetic,0
2242,lrn1015,1,2,100000,0.197498,0.009061,-0.038888,generated_synthetic,0
2243,lrn1015,1,4,100000,0.406826,0.012401,-0.043003,generated_synthetic,0
2244,lrn1015,1,6,100000,0.579434,0.016263,-0.048577,generated_synthetic,0
2245,lrn1015,1,8,100000,0.779546,0.025046,-0.049575,generated_synthetic,0
2246,lrn1015,1,10,100000,0.978903,0.033339,-0.054041,generated_synthetic,0
2247,lrn1015,1,12,100000,1.156222,0.043039,-0.057992,generated_synthetic,0
2248,lrn1015,1,14,100000,1.121994,0.049455,-0.062160,generated_synthetic,0
2249,lrn1015,1,16,100000,1.083522,0.058152,-0.067226,generated_synthetic,0
2250,lrn1015,1,18,100000,1.072486,0.064972,-0.070468,generated_synthetic,0
2251,lrn1015,1,-10,200000,-1.030235,0.034083,-0.015335,generated_synthetic,0
2252,lrn1015,1,-8,200000,-0.794037,0.023594,-0.019062,generated_synthetic,0
2253,lrn1015,1,-6,200000,-0.603507,0.017475,-0.022995,generated_synthetic,0
2254,lrn1015,1,-4,200000,-0.423719,0.011653,-0.027778,generated_synthetic,0
2255,lrn1015,1,-2,200000,-0.200046,0.008948,-0.031228,generated_synthetic,0
2256,lrn1015,1,0,200000,0.000000,0.008018,-0.035804,generated_synthetic,1
2257,lrn1015,1,2,200000,0.201978,0.009202,-0.039147,generated_synthetic,0
2258,lrn1015,1,4,200000,0.406172,0.011996,-0.042986,generated_synthetic,0
2259,lrn1015,1,6,200000,0.583449,0.017126,-0.046188,generated_synthetic,0
2260,lrn1015,1,8,200000,0.804649,0.024589,-0.051957,generated_synthetic,0
2261,lrn1015,1,10,200000,1.021143,0.033833,-0.055337,generated_synthetic,0
2262,lrn1015,1,12,200000,1.206208,0.044531,-0.056831,generated_synthetic,0
2263,lrn1015,1,14,200000,1.178296,0.048303,-0.063085,generated_synthetic,0
2264,lrn1015,1,16,200000,1.106090,0.060368,-0.066355,generated_synthetic,0
2265,lrn1015,1,18,200000,1.117822,0.068537,-0.068759,generated_synthetic,0
2266,lrn1015,1,-10,500000,-1.056518,0.032569,-0.014844,generated_synthetic,0
2267,lrn1015,1,-8,500000,-0.838613,0.025844,-0.018508,generated_synthetic,0
2268,lrn1015,1,-6,500000,-0.633457,0.016657,-0.023445,generated_synthetic,0
2269,lrn1015,1,-4,500000,-0.419787,0.012554,-0.026912,generated_synthetic,0
2270,lrn1015,1,-2,500000,-0.205748,0.008434,-0.031097,generated_synthetic,0
2271,lrn1015,1,0,500000,0.000000,0.007737,-0.035721,generated_synthetic,0
2272,lrn1015,1,2,500000,0.212346,0.008521,-0.039464,generated_synthetic,0
2273,lrn1015,1,4,500000,0.417565,0.012918,-0.042632,generated_synthetic,0
2274,lrn1015,1,6,500000,0.630454,0.017225,-0.047153,generated_synthetic,0
2275,lrn1015,1,8,500000,0.842574,0.024576,-0.050721,generated_synthetic,0
2276,lrn1015,1,10,500000,1.056596,0.036506,-0.054984,generated_synthetic,0
2277,lrn1015,1,12,500000,1.287383,0.002372,-0.057752,generated_synthetic,1
2278,lrn1015,1,14,500000,1.210364,0.050692,-0.063300,generated_synthetic,0
2279,lrn1015,1,16,500000,1.174500,0.061793,-0.068992,generated_synthetic,0
2280,lrn1015,1,18,500000,1.168535,0.068841,-0.071311,generated_synthetic,0
2281,mh114,1,-10,50000,-0.953933,0.032735,-0.014922,generated_synthetic,0
2282,mh114,1,-8,50000,-0.753422,0.023742,-0.019592,generated_synthetic,0
2283,mh114,1,-6,50000,-0.563509,0.017389,-0.023017,generated_synthetic,0
2284,mh114,1,-4,50000,-0.370802,0.011526,-0.027254,generated_synthetic,0
2285,mh114,1,-2,50000,-0.185602,0.009497,-0.030779,generated_synthetic,0
2286,mh114,1,0,50000,0.000000,0.008002,-0.034972,generated_synthetic,0
2287,mh114,1,2,50000,0.185742,0.008989,-0.038993,generated_synthetic,0
2288,mh114,1,4,50000,0.379349,0.012517,-0.042797,generated_synthetic,0
2289,mh114,1,6,50000,0.574452,0.016069,-0.046206,generated_synthetic,0
2290,mh114,1,8,50000,0.735658,0.022186,-0.051933,generated_synthetic,0
2291,mh114,1,10,50000,0.930596,0.033565,-0.054501,generated_synthetic,0
2292,mh114,1,12,50000,1.121371,0.042116,-0.057974,generated_synthetic,0
2293,mh114,1,14,50000,1.133394,0.049436,-0.064389,generated_synthetic,0
2294,mh114,1,16,50000,1.011873,0.058386,-0.068192,generated_synthetic,0
2295,mh114,1,18,50000,1.045935,0.071287,-0.072519,generated_synthetic,0
2296,mh114,1,-10,100000,-0.954923,0.032832,-0.014856,generated_synthetic,0
2297,mh114,1,-8,100000,-0.785163,0.024488,-0.018762,generated_synthetic,0
2298,mh114,1,-6,100000,-0.560788,0.017337,-0.022765,generated_synthetic,0
2299,mh114,1,-4,100000,-0.380693,0.011857,-0.026517,generated_synthetic,0
2300,mh114,1,-2,100000,-0.193544,0.008928,-0.030877,generated_synthetic,0
2301,mh114,1,0,100000,0.000000,0.008002,-0.035409,generated_synthetic,0
2302,mh114,1,2,100000,0.202590,0.008838,-0.038807,generated_synthetic,0
2303,mh114,1,4,100000,0.371711,0.011656,-0.043518,generated_synthetic,0
2304,mh114,1,6,100000,0.590304,0.017345,-0.047388,generated_synthetic,0
2305,mh114,1,8,100000,0.766877,0.023762,-0.050412,generated_synthetic,0
2306,mh114,1,10,100000,0.989065,0.032589,-0.054849,generated_synthetic,0
2307,mh114,1,12,100000,1.203515,0.043464,-0.058364,generated_synthetic,0
2308,mh114,1,14,100000,1.169797,0.051871,-0.062813,generated_synthetic,0
2309,mh114,1,16,100000,1.075646,0.058262,-0.067970,generated_synthetic,0
2310,mh114,1,18,100000,1.072360,0.068272,-0.071252,generated_synthetic,0
2311,mh114,1,-10,200000,-1.027908,0.033426,-0.015188,generated_synthetic,0
2312,mh114,1,-8,200000,-0.821356,0.023233,-0.018993,generated_synthetic,0
2313,mh114,1,-6,200000,-0.617565,0.017372,-0.022982,generated_synthetic,0
2314,mh114,1,-4,200000,-0.406265,0.012305,-0.027299,generated_synthetic,0
2315,mh114,1,-2,200000,-0.206782,0.008692,-0.031400,generated_synthetic,0
2316,mh114,1,0,200000,0.000000,0.007922,-0.034989,generated_synthetic,0
2317,mh114,1,2,200000,0.209462,-0.009101,-0.038501,generated_synthetic,1
2318,mh114,1,4,200000,0.411874,0.011927,-0.042765,generated_synthetic,0
2319,mh114,1,6,200000,0.617987,0.016812,-0.047407,generated_synthetic,0
2320,mh114,1,8,200000,0.803927,0.025413,-0.050686,generated_synthetic,0
2321,mh114,1,10,200000,1.001279,0.032733,-0.054502,generated_synthetic,0
2322,mh114,1,12,200000,1.248333,0.046596,-0.060275,generated_synthetic,0
2323,mh114,1,14,200000,1.203538,0.050209,-0.060706,generated_synthetic,0
2324,mh114,1,16,200000,1.084089,0.059151,-0.067158,generated_synthetic,0
2325,mh114,1,18,200000,1.076370,0.069102,-0.070473,generated_synthetic,0
2326,mh114,1,-10,500000,-1.035945,0.033829,-0.014781,generated_synthetic,0
2327,mh114,1,-8,500000,-0.863682,0.024517,-0.018916,generated_synthetic,0
2328,mh114,1,-6,500000,-0.635242,0.017248,-0.023396,generated_synthetic,0
2329,mh114,1,-4,500000,-0.422398,0.012248,-0.026485,generated_synthetic,0
2330,mh114,1,-2,500000,-0.208710,0.008849,-0.030838,generated_synthetic,0
2331,mh114,1,0,500000,0.000000,0.008197,-0.036560,generated_synthetic,0
2332,mh114,1,2,500000,0.213113,0.009267,-0.038992,generated_synthetic,0
2333,mh114,1,4,500000,0.435347,0.011957,-0.043108,generated_synthetic,0
2334,mh114,1,6,500000,0.630635,0.018199,-0.046905,generated_synthetic,0
2335,mh114,1,8,500000,0.825546,0.001194,-0.050759,generated_synthetic,1
2336,mh114,1,10,500000,1.082257,0.034300,-0.053989,generated_synthetic,0
2337,mh114,1,12,500000,1.284578,0.046239,-0.058098,generated_synthetic,0
2338,mh114,1,14,500000,1.268557,0.052542,-0.061763,generated_synthetic,0
2339,mh114,1,16,500000,1.162861,0.060686,-0.065762,generated_synthetic,0
2340,mh114,1,18,500000,1.141762,0.066976,-0.071847,generated_synthetic,0
2341,mh32,1,-10,50000,-0.938835,0.031433,-0.014628,generated_synthetic,0
2342,mh32,1,-8,50000,-0.752044,0.023091,-0.019359,generated_synthetic,0
2343,mh32,1,-6,50000,-0.565743,0.016843,-0.023530,generated_synthetic,0
2344,mh32,1,-4,50000,-0.377145,0.011179,-0.026446,generated_synthetic,0
2345,mh32,1,-2,50000,-0.180710,0.008790,-0.030413,generated_synthetic,0
2346,mh32,1,0,50000,0.000000,0.007944,-0.034931,generated_synthetic,0
2347,mh32,1,2,50000,0.184734,0.008689,-0.038819,generated_synthetic,0
2348,mh32,1,4,50000,0.388678,0.011433,-0.042166,generated_synthetic,0
2349,mh32,1,6,50000,0.552877,0.016794,-0.046834,generated_synthetic,0
2350,mh32,1,8,50000,0.771226,0.023909,-0.051205,generated_synthetic,0
2351,mh32,1,10,50000,0.896292,0.031246,-0.055436,generated_synthetic,0
2352,mh32,1,12,50000,1.140521,0.044163,-0.059166,generated_synthetic,0
2353,mh32,1,14,50000,1.117025,0.050221,-0.062398,generated_synthetic,0
2354,mh32,1,16,50000,1.043362,0.054621,-0.068181,generated_synthetic,0
2355,mh32,1,18,50000,1.025094,0.065141,-0.069937,generated_synthetic,0
2356,mh32,1,-10,100000,-0.982406,0.031976,-0.015011,generated_synthetic,0
2357,mh32,1,-8,100000,-0.762142,0.022256,-0.019343,generated_synthetic,0
2358,mh32,1,-6,100000,-0.583474,0.016518,-0.023412,generated_synthetic,0
2359,mh32,1,-4,100000,-0.400816,0.011625,-0.026766,generated_synthetic,0
2360,mh32,1,-2,100000,-0.195681,0.008625,-0.030740,generated_synthetic,0
2361,mh32,1,0,100000,0.000000,0.007794,-0.034343,generated_synthetic,0
2362,mh32,1,2,100000,0.195358,0.008814,-0.038218,generated_synthetic,0
2363,mh32,1,4,100000,0.390444,0.012115,-0.042089,generated_synthetic,0
2364,mh32,1,6,100000,0.610289,0.016869,-0.045949,generated_synthetic,0
2365,mh32,1,8,100000,0.760181,0.022660,-0.050076,generated_synthetic,0
2366,mh32,1,10,100000,0.999914,0.032215,-0.053462,generated_synthetic,0
2367,mh32,1,12,100000,1.154943,0.042135,-0.060005,generated_synthetic,0
2368,mh32,1,14,100000,1.143635,0.050794,-0.062432,generated_synthetic,0
2369,mh32,1,16,100000,1.035246,0.058088,-0.067287,generated_synthetic,0
2370,mh32,1,18,100000,1.078719,0.065925,-0.072070,generated_synthetic,0
2371,mh32,1,-10,200000,-1.022647,0.032405,-0.015333,generated_synthetic,0
2372,mh32,1,-8,200000,-0.804951,0.023737,-0.019015,generated_synthetic,0
2373,mh32,1,-6,200000,-0.628817,0.017400,-0.022772,generated_synthetic,0
2374,mh32,1,-4,200000,-0.395954,0.011448,-0.027123,generated_synthetic,0
2375,mh32,1,-2,200000,-0.202101,0.008910,-0.031569,generated_synthetic,0
2376,mh32,1,0,200000,0.000000,0.008130,-0.034606,generated_synthetic,0
2377,mh32,1,2,200000,0.207641,0.009669,-0.039731,generated_synthetic,0
2378,mh32,1,4,200000,0.390842,0.011319,-0.043442,generated_synthetic,0
2379,mh32,1,6,200000,0.575477,0.017385,-0.048055,generated_synthetic,0
2380,mh32,1,8,200000,0.780890,0.023942,-0.050551,generated_synthetic,0
2381,mh32,1,10,200000,0.994988,0.034415,-0.055346,generated_synthetic,0
2382,mh32,1,12,200000,1.217809,0.045877,-0.058391,generated_synthetic,0
2383,mh32,1,14,200000,1.183990,0.051650,-0.063213,generated_synthetic,0
2384,mh32,1,16,200000,1.115132,0.058945,-0.067618,generated_synthetic,0
2385,mh32,1,18,200000,1.084789,0.069476,-0.072326,generated_synthetic,0
2386,mh32,1,-10,500000,-1.046431,0.033892,-0.014817,generated_synthetic,0
2387,mh32,1,-8,500000,-0.824856,0.024285,-0.018651,generated_synthetic,0
2388,mh32,1,-6,500000,-0.650167,0.018041,-0.022932,generated_synthetic,0
2389,mh32,1,-4,500000,-0.428928,0.012504,-0.026455,generated_synthetic,0
2390,mh32,1,-2,500000,-0.205889,0.009570,-0.030758,generated_synthetic,0
2391,mh32,1,0,500000,0.000000,0.007814,-0.036006,generated_synthetic,0
2392,mh32,1,2,500000,0.211921,0.009405,-0.039132,generated_synthetic,0
2393,mh32,1,4,500000,0.421417,0.011829,-0.042330,generated_synthetic,0
2394,mh32,1,6,500000,0.618696,0.017579,-0.047553,generated_synthetic,0
2395,mh32,1,8,500000,0.884313,0.025376,-0.050968,generated_synthetic,0
2396,mh32,1,10,500000,1.067646,0.034440,-0.054045,generated_synthetic,0
2397,mh32,1,12,500000,1.287306,0.045209,-0.059685,generated_synthetic,0
2398,mh32,1,14,500000,1.240053,0.051847,-0.064612,generated_synthetic,0
2399,mh32,1,16,500000,1.104030,0.060733,-0.067346,generated_synthetic,0
2400,mh32,1,18,500000,1.109704,0.070252,-0.070612,generated_synthetic,0
2401,mh45,1,-10,50000,-0.936210,0.032577,-0.015224,generated_synthetic,0
2402,mh45,1,-8,50000,-0.764164,0.023853,-0.018968,generated_synthetic,0
2403,mh45,1,-6,50000,-0.569113,0.018108,-0.022425,generated_synthetic,0
2404,mh45,1,-4,50000,-0.378279,0.011453,-0.027190,generated_synthetic,0
2405,mh45,1,-2,50000,-0.192237,0.008646,-0.031568,generated_synthetic,0
2406,mh45,1,0,50000,0.000000,0.007632,-0.035425,generated_synthetic,0
2407,mh45,1,2,50000,0.187924,0.009129,-0.040090,generated_synthetic,0
2408,mh45,1,4,50000,0.378628,0.011991,-0.043351,generated_synthetic,0
2409,mh45,1,6,50000,0.557632,0.016258,-0.047600,generated_synthetic,0
2410,mh45,1,8,50000,0.780699,0.022964,-0.051942,generated_synthetic,0
2411,mh45,1,10,50000,0.935563,0.032470,-0.054571,generated_synthetic,0
2412,mh45,1,12,50000,1.124009,0.042304,-0.058797,generated_synthetic,0
2413,mh45,1,14,50000,1.145859,0.049541,-0.063089,generated_synthetic,0
2414,mh45,1,16,50000,1.003133,0.056205,-0.066302,generated_synthetic,0
2415,mh45,1,18,50000,1.029011,0.069206,-0.071012,generated_synthetic,0
2416,mh45,1,-10,100000,-0.989023,0.032668,-0.014643,generated_synthetic,0
2417,mh45,1,-8,100000,-0.780650,0.023583,-0.018369,generated_synthetic,0
2418,mh45,1,-6,100000,-0.587907,0.016042,-0.023892,generated_synthetic,0
2419,mh45,1,-4,100000,-0.409781,0.011830,-0.027087,generated_synthetic,0
2420,mh45,1,-2,100000,-0.200042,0.008593,-0.030980,generated_synthetic,0
2421,mh45,1,0,100000,0.000000,0.007887,-0.034653,generated_synthetic,0
2422,mh45,1,2,100000,0.190716,0.008788,-0.039591,generated_synthetic,0
2423,mh45,1,4,100000,0.384896,0.012022,-0.042415,generated_synthetic,0
2424,mh45,1,6,100000,0.578370,0.017281,-0.047499,generated_synthetic,0
2425,mh45,1,8,100000,0.794923,0.023704,-0.052118,generated_synthetic,0
2426,mh45,1,10,100000,0.942199,0.031284,-0.054746,generated_synthetic,0
2427,mh45,1,12,100000,1.163296,0.044136,-0.057185,generated_synthetic,0
2428,mh45,1,14,100000,1.136519,0.051571,-0.062721,generated_synthetic,0
2429,mh45,1,16,100000,1.060830,0.056716,-0.066958,generated_synthetic,0
2430,mh45,1,18,100000,1.059897,0.067699,-0.073272,generated_synthetic,0
2431,mh45,1,-10,200000,-1.012411,0.034490,-0.015100,generated_synthetic,0
2432,mh45,1,-8,200000,-0.798150,0.024921,-0.018717,generated_synthetic,0
2433,mh45,1,-6,200000,-0.639427,0.017049,-0.022620,generated_synthetic,0
2434,mh45,1,-4,200000,-0.406329,0.011622,-0.027109,generated_synthetic,0
2435,mh45,1,-2,200000,-0.204785,0.008739,-0.031295,generated_synthetic,0
2436,mh45,1,0,200000,0.000000,0.007802,-0.034700,generated_synthetic,0
2437,mh45,1,2,200000,0.205298,0.009290,-0.038845,generated_synthetic,0
2438,mh45,1,4,200000,0.407519,0.012249,-0.041773,generated_synthetic,0
2439,mh45,1,6,200000,0.599709,0.017147,-0.046628,generated_synthetic,0
2440,mh45,1,8,200000,0.818198,0.024694,-0.051687,generated_synthetic,0
2441,mh45,1,10,200000,1.010849,0.032528,-0.055246,generated_synthetic,0
2442,mh45,1,12,200000,1.197838,0.042492,-0.057717,generated_synthetic,0
2443,mh45,1,14,200000,1.198901,0.050598,-0.063324,generated_synthetic,0
2444,mh45,1,16,200000,1.102229,0.059644,-0.066763,generated_synthetic,0
2445,mh45,1,18,200000,1.057254,0.072214,-0.072073,generated_synthetic,0
2446,mh45,1,-10,500000,-1.077929,0.033522,-0.014592,generated_synthetic,0
2447,mh45,1,-8,500000,-0.828837,0.024389,-0.019066,generated_synthetic,0
2448,mh45,1,-6,500000,-0.623293,0.017436,-0.022844,generated_synthetic,0
2449,mh45,1,-4,500000,-0.439442,0.011739,-0.026775,generated_synthetic,0
2450,mh45,1,-2,500000,-0.213334,0.009263,-0.030785,generated_synthetic,0
2451,mh45,1,0,500000,0.000000,0.007939,-0.035308,generated_synthetic,0
2452,mh45,1,2,500000,0.215652,0.009531,-0.039355,generated_synthetic,0
2453,mh45,1,4,500000,0.432899,0.012284,-0.042453,generated_synthetic,0
2454,mh45,1,6,500000,0.611381,0.017386,-0.046585,generated_synthetic,0
2455,mh45,1,8,500000,0.845299,0.024358,-0.052461,generated_synthetic,0
2456,mh45,1,10,500000,1.045699,0.033843,-0.055563,generated_synthetic,0
2457,mh45,1,12,500000,1.281070,0.045147,-0.058873,generated_synthetic,0
2458,mh45,1,14,500000,1.256543,0.050997,-0.064152,generated_synthetic,0
2459,mh45,1,16,500000,1.139627,0.058138,-0.065664,generated_synthetic,0
2460,mh45,1,18,500000,1.176960,0.070441,-0.071604,generated_synthetic,0
2461,n0009sm,1,-10,50000,-0.961449,0.031471,-0.015028,generated_synthetic,0
2462,n0009sm,1,-8,50000,-0.719135,0.024205,-0.019092,generated_synthetic,0
2463,n0009sm,1,-6,50000,-0.571835,0.016252,-0.023039,generated_synthetic,0
2464,n0009sm,1,-4,50000,-0.377389,0.011799,-0.026577,generated_synthetic,0
2465,n0009sm,1,-2,50000,-0.189834,0.008953,-0.030843,generated_synthetic,0
2466,n0009sm,1,0,50000,0.000000,0.007889,-0.035464,generated_synthetic,0
2467,n0009sm,1,2,50000,0.183976,0.009205,-0.038828,generated_synthetic,0
2468,n0009sm,1,4,50000,0.374044,0.011854,-0.042320,generated_synthetic,0
